"Age","Country","Edu","Title","CompSize","DSPeople","CompML","Compensation","YOE","RecPL","YOE_ML","DSCourse","PLNo","VisualNo","HardwareNo","CloudPlatformNo","DatabaseNo"
"30-34","Kenya","Master’s degree","DBA/Database Engineer","1000-9,999 employees","3-4","We are exploring ML methods (and may one day put a model into production)","30,000-39,999","5-10 years","SQL","2-3 years",1,3,2,1,1,2
"30-34","Turkey","Bachelor’s degree","Other","0-49 employees","0","No (we do not use ML methods)","10,000-14,999","< 1 years","Python","< 1 years",2,2,1,1,1,0
"25-29","India","Master’s degree","Business Analyst","50-249 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","4,000-4,999","< 1 years","Python","< 1 years",0,1,2,1,0,0
"40-44","Other","Doctoral degree","Other","0-49 employees","0","No (we do not use ML methods)","80,000-89,999","10-20 years","Python","< 1 years",2,3,0,1,0,0
"30-34","United States of America","Master’s degree","Data Scientist","1000-9,999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","100,000-124,999","5-10 years","R","3-4 years",3,2,5,1,1,1
"22-24","India","Bachelor’s degree","Data Scientist","> 10,000 employees","3-4","We are exploring ML methods (and may one day put a model into production)","5,000-7,499","1-2 years","Python","1-2 years",1,1,3,2,2,2
"25-29","Russia","Doctoral degree","Software Engineer","250-999 employees","0","I do not know","20,000-24,999","1-2 years","Python","2-3 years",1,2,1,1,0,0
"55-59","United States of America","Bachelor’s degree","Data Analyst","0-49 employees","1-2","We are exploring ML methods (and may one day put a model into production)","50,000-59,999","20+ years","SQL","1-2 years",0,2,0,1,2,3
"22-24","Spain","Bachelor’s degree","Research Scientist","0-49 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","$0-999","1-2 years","Python","1-2 years",3,2,4,2,0,0
"30-34","Iran, Islamic Republic of...","Master’s degree","Research Scientist","1000-9,999 employees","3-4","No (we do not use ML methods)","7,500-9,999","< 1 years","Python","< 1 years",2,2,1,1,0,0
"25-29","Tunisia","Doctoral degree","Data Scientist","50-249 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","1,000-1,999","1-2 years","Python","1-2 years",1,2,3,2,0,0
"35-39","Brazil","Bachelor’s degree","Data Scientist","50-249 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999","10-20 years","R","3-4 years",3,3,3,1,3,6
"30-34","Chile","Master’s degree","Data Engineer","50-249 employees","1-2","We are exploring ML methods (and may one day put a model into production)","2,000-2,999","5-10 years","Python","2-3 years",3,2,2,1,1,3
"35-39","Belgium","Master’s degree","Data Scientist","1000-9,999 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","60,000-69,999","5-10 years","Python","4-5 years",5,3,3,1,0,2
"22-24","India","Bachelor’s degree","Data Scientist","1000-9,999 employees","15-19","We have well established ML methods (i.e., models in production for more than 2 years)","5,000-7,499","< 1 years","Python","< 1 years",0,1,4,2,0,0
"25-29","India","Bachelor’s degree","Software Engineer","> 10,000 employees","20+","We are exploring ML methods (and may one day put a model into production)","$0-999","3-5 years","Python","1-2 years",2,2,4,1,1,1
"40-44","Netherlands","Doctoral degree","Research Scientist","1000-9,999 employees","1-2","No (we do not use ML methods)","90,000-99,999","10-20 years","SQL","1-2 years",1,1,1,1,0,0
"22-24","Russia","Master’s degree","Software Engineer","1000-9,999 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999","1-2 years","Python","1-2 years",2,3,2,2,0,3
"30-34","India","Doctoral degree","Data Scientist","0-49 employees","1-2","We are exploring ML methods (and may one day put a model into production)","10,000-14,999","3-5 years","Python","3-4 years",1,2,1,2,1,3
"22-24","Other","Doctoral degree","Research Scientist","50-249 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","200,000-249,999","3-5 years","Python","< 1 years",2,2,1,2,0,0
"25-29","India","Master’s degree","Software Engineer","50-249 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","2,000-2,999","3-5 years","Python","2-3 years",1,2,1,1,0,0
"25-29","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Data Analyst","250-999 employees","1-2","We are exploring ML methods (and may one day put a model into production)","40,000-49,999","3-5 years","Python","< 1 years",4,2,2,1,0,0
"25-29","Russia","Bachelor’s degree","Data Scientist","1000-9,999 employees","3-4","No (we do not use ML methods)","7,500-9,999","< 1 years","C","< 1 years",3,1,3,1,0,0
"25-29","Mexico","Bachelor’s degree","Business Analyst","1000-9,999 employees","3-4","No (we do not use ML methods)","10,000-14,999","< 1 years","Python","< 1 years",1,1,1,1,0,0
"30-34","Germany","Master’s degree","Data Analyst","1000-9,999 employees","1-2","No (we do not use ML methods)","40,000-49,999","3-5 years","R","2-3 years",2,2,2,1,0,0
"35-39","Other","Bachelor’s degree","Data Analyst","50-249 employees","3-4","No (we do not use ML methods)","$0-999","< 1 years","None","< 1 years",0,0,0,1,1,2
"30-34","France","Master’s degree","Business Analyst","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","70,000-79,999","< 1 years","MATLAB","< 1 years",2,2,2,2,0,0
"22-24","India","Bachelor’s degree","Software Engineer","0-49 employees","1-2","No (we do not use ML methods)","3,000-3,999","< 1 years","R","< 1 years",0,2,2,1,0,1
"30-34","Pakistan","Doctoral degree","Data Scientist","0-49 employees","5-9","We use ML methods for generating insights (but do not put working models into production)","1,000-1,999","3-5 years","Python","2-3 years",3,1,2,2,3,2
"40-44","Greece","Doctoral degree","Data Scientist","250-999 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999","20+ years","Python","20+ years",1,1,3,1,2,2
"22-24","India","Bachelor’s degree","Other","> 10,000 employees","0","I do not know","3,000-3,999","< 1 years","Python","< 1 years",0,0,0,1,0,0
"35-39","France","Master’s degree","Other","1000-9,999 employees","0","We are exploring ML methods (and may one day put a model into production)","40,000-49,999","1-2 years","R","1-2 years",3,2,3,1,0,2
"30-34","India","Master’s degree","Data Scientist","> 10,000 employees","3-4","We have well established ML methods (i.e., models in production for more than 2 years)","20,000-24,999","5-10 years","Python","4-5 years",1,3,4,2,0,0
"18-21","India","Bachelor’s degree","Data Scientist","50-249 employees","1-2","I do not know","$0-999","< 1 years","Python","< 1 years",1,1,2,1,1,1
"25-29","United States of America","Master’s degree","Data Analyst","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","80,000-89,999","3-5 years","Python","4-5 years",4,5,3,2,1,4
"40-44","Poland","Master’s degree","Software Engineer","250-999 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","15,000-19,999","< 1 years","Python","< 1 years",2,2,1,2,0,0
"22-24","India","Bachelor’s degree","Software Engineer","> 10,000 employees","0","We have well established ML methods (i.e., models in production for more than 2 years)","$0-999","< 1 years","SQL","< 1 years",2,2,1,1,0,0
"22-24","United States of America","Master’s degree","Data Scientist","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999","3-5 years","Python","2-3 years",3,2,3,1,0,1
"25-29","Kenya","Bachelor’s degree","Other","0-49 employees","1-2","No (we do not use ML methods)","1,000-1,999","1-2 years","SQL","1-2 years",3,1,3,1,0,0
"60-69","Ukraine","Doctoral degree","Research Scientist","250-999 employees","5-9","We have well established ML methods (i.e., models in production for more than 2 years)","3,000-3,999","20+ years","MATLAB","4-5 years",0,3,1,1,1,1
"30-34","Italy","Master’s degree","Business Analyst","50-249 employees","1-2","No (we do not use ML methods)","25,000-29,999","5-10 years","Python","< 1 years",1,2,3,1,1,3
"30-34","France","Master’s degree","Product/Project Manager","1000-9,999 employees","0","No (we do not use ML methods)","$0-999","5-10 years","Python","< 1 years",1,1,1,3,0,0
"25-29","Spain","Master’s degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","50,000-59,999","3-5 years","R","3-4 years",4,3,1,1,1,0
"35-39","India","I prefer not to answer","Business Analyst","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999","< 1 years","Python","< 1 years",4,1,2,1,2,5
"22-24","Other","Bachelor’s degree","Research Scientist","0-49 employees","1-2","We have well established ML methods (i.e., models in production for more than 2 years)","10,000-14,999","3-5 years","Python","3-4 years",2,2,1,2,1,1
"22-24","United States of America","Bachelor’s degree","Data Analyst","0-49 employees","3-4","We have well established ML methods (i.e., models in production for more than 2 years)","80,000-89,999","3-5 years","R","1-2 years",0,2,2,1,0,0
"25-29","India","Master’s degree","Data Analyst","0-49 employees","20+","We are exploring ML methods (and may one day put a model into production)","2,000-2,999","1-2 years","Python","1-2 years",0,3,4,1,0,0
"25-29","France","Master’s degree","Data Scientist","250-999 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999","5-10 years","R","4-5 years",0,3,3,1,0,1
"30-34","Russia","Master’s degree","Data Scientist","0-49 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","3,000-3,999","1-2 years","Python","1-2 years",2,3,4,1,0,2
"30-34","United States of America","Master’s degree","Data Scientist","1000-9,999 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","90,000-99,999","1-2 years","Python","1-2 years",1,2,0,1,1,1
"30-34","Other","Bachelor’s degree","Business Analyst","0-49 employees","3-4","We are exploring ML methods (and may one day put a model into production)","$0-999","< 1 years","Python","< 1 years",2,3,1,1,1,3
"22-24","Turkey","Master’s degree","Data Analyst","0-49 employees","3-4","We have well established ML methods (i.e., models in production for more than 2 years)","$0-999","< 1 years","Python","< 1 years",3,3,2,2,1,3
"30-34","India","Master’s degree","Other","> 10,000 employees","20+","I do not know","15,000-19,999","< 1 years","Python","< 1 years",3,1,3,1,0,0
"22-24","India","Bachelor’s degree","Other","0-49 employees","1-2","No (we do not use ML methods)","7,500-9,999","< 1 years","Python","< 1 years",4,2,2,1,0,1
"25-29","India","Professional degree","Data Analyst","1000-9,999 employees","20+","We use ML methods for generating insights (but do not put working models into production)","200,000-249,999","3-5 years","SQL","2-3 years",5,4,6,1,1,3
"22-24","United States of America","Doctoral degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","15,000-19,999","3-5 years","Other","3-4 years",1,5,2,2,1,1
"40-44","Brazil","Master’s degree","Other","> 10,000 employees","10-14","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999","10-20 years","Python","1-2 years",5,5,2,2,2,4
